,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score
57,2,98364076,Sortie Longue + allure Semi,17099.5,5955,6051,50.0,Run,Run,2.0,10154495266,2023-11-03T16:57:15Z,2023-11-03T17:57:15Z,(GMT+01:00) Europe/Paris,3600.0,,,,42,10,0,1,0,False,False,False,False,followers_only,False,g12358729,2.871,4.742,87.5,354.0,492.0,368.0,2108.3,True,True,156.7,181.0,False,True,73.6,29.0,10876517042.0,10876517042,garmin_ping_302940492615,False,19,0,False,162.0
58,2,98364076,Footing EF,6982.3,2700,2731,95.0,Run,Run,0.0,10146237882,2023-11-02T06:44:53Z,2023-11-02T07:44:53Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,9,0,1,0,False,False,False,False,followers_only,False,g11245838,2.586,3.942,86.3,325.5,499.0,326.0,878.8,True,True,144.2,160.0,False,True,76.2,26.4,10867853892.0,10867853892,garmin_ping_302697470935,False,0,0,False,35.0
59,2,98364076,Allure Semi,13849.3,4606,4657,58.0,Run,Run,0.0,10134323938,2023-10-31T05:29:20Z,2023-10-31T06:29:20Z,(GMT+01:00) Europe/Paris,3600.0,,,,12,5,0,1,0,False,False,False,False,followers_only,False,g12358729,3.007,4.484,88.5,382.5,514.0,395.0,1762.0,True,True,158.7,177.0,False,True,77.4,26.4,10855361494.0,10855361494,garmin_ping_302355140119,False,5,0,False,130.0
60,2,98364076,Footing actif,10385.8,3600,3605,60.0,Run,Run,0.0,10128771472,2023-10-30T05:27:41Z,2023-10-30T06:27:41Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.885,4.87,87.4,384.1,521.0,386.0,1382.7,True,True,153.5,166.0,False,True,80.4,31.0,10849562980.0,10849562980,garmin_ping_302156839883,False,0,0,False,86.0
61,2,98364076,Footing EF,7066.3,2700,2769,50.0,Run,Run,0.0,10117295279,2023-10-28T08:16:32Z,2023-10-28T10:16:32Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g11245838,2.617,4.036,85.4,346.2,522.0,345.0,934.7,True,True,145.8,168.0,False,True,78.2,31.4,10837490130.0,10837490130,garmin_ping_301824101522,False,0,0,False,40.0
62,2,98364076,Footing EF,7255.8,2700,2700,26.0,Run,Run,0.0,10106382210,2023-10-26T07:22:19Z,2023-10-26T09:22:19Z,(GMT+01:00) Europe/Madrid,7200.0,,,,3,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.687,3.706,85.4,331.0,442.0,331.0,893.7,True,True,144.1,156.0,False,True,17.8,5.6,10826084645.0,10826084645,garmin_ping_301489207736,False,1,0,False,39.0
63,2,98364076,"Variation d'allure (VMA, AS21)",10173.3,3555,3555,30.0,Run,Run,0.0,10096529036,2023-10-24T14:17:45Z,2023-10-24T16:17:45Z,(GMT+01:00) Europe/Madrid,7200.0,,,,8,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.862,5.21,86.9,349.0,556.0,361.0,1240.8,True,True,158.9,179.0,False,True,14.0,2.0,10815866139.0,10815866139,garmin_ping_301187069253,False,8,0,False,106.0
64,2,98364076,Footing EF,7045.4,2697,2701,29.0,Run,Run,0.0,10091854101,2023-10-23T16:26:05Z,2023-10-23T18:26:05Z,(GMT+01:00) Europe/Madrid,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.612,3.698,85.1,320.9,442.0,320.0,865.5,True,True,145.0,154.0,False,True,29.2,2.6,10811015545.0,10811015545,garmin_ping_301048142099,False,0,0,False,39.0
65,2,98364076,Sortie longue,15000.5,5566,5594,75.0,Run,Run,0.0,10082403622,2023-10-22T07:32:22Z,2023-10-22T09:32:22Z,(GMT+01:00) Europe/Madrid,7200.0,,,,2,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.695,4.122,86.6,334.0,464.0,335.0,1858.9,True,True,150.5,163.0,False,True,28.8,2.8,10801129745.0,10801129745,garmin_ping_300801075644,False,0,0,False,116.0
66,2,98364076,Seance seuil60,10415.2,3524,3567,51.0,Run,Run,0.0,10070884729,2023-10-20T05:25:06Z,2023-10-20T07:25:06Z,(GMT+01:00) Europe/Paris,7200.0,,,,1,4,0,1,0,False,False,False,False,followers_only,False,g12358729,2.956,4.838,87.5,359.7,506.0,374.0,1267.6,True,True,160.3,188.0,False,True,74.2,25.4,10789103676.0,10789103676,garmin_ping_300461376641,False,0,0,False,110.0
67,2,98364076,Footing EF,6762.8,2701,2733,46.0,Run,Run,0.0,10062644125,2023-10-18T16:46:24Z,2023-10-18T18:46:24Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.504,3.502,84.4,318.4,514.0,319.0,860.0,True,True,145.7,172.0,False,True,78.2,31.0,10780565273.0,10780565273,garmin_ping_300212818643,False,0,0,False,41.0
68,2,98364076,Seance allure Semi,13864.2,4734,4830,76.0,Run,Run,0.0,10047255343,2023-10-16T05:16:37Z,2023-10-16T07:16:37Z,(GMT+01:00) Europe/Paris,7200.0,,,,27,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.929,5.778,87.4,355.3,634.0,372.0,1682.1,True,True,155.3,178.0,False,True,76.0,27.2,10764581188.0,10764581188,garmin_ping_299796397816,False,11,0,False,116.0
69,2,98364076,Footing EF,7470.7,3001,3072,39.0,Run,Run,0.0,10041164224,2023-10-15T07:42:45Z,2023-10-15T09:42:45Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,False,False,False,False,followers_only,False,g11245838,2.489,3.216,85.2,307.1,473.0,305.0,921.7,True,True,138.9,157.0,False,True,79.6,31.6,10758223733.0,10758223733,garmin_ping_299639445922,False,0,0,False,23.0
70,2,98364076,Seance Seuil60,11501.0,3904,3935,29.0,Run,Run,0.0,10026498434,2023-10-12T15:55:30Z,2023-10-12T17:55:30Z,(GMT+01:00) Europe/Paris,7200.0,,,,7,6,0,1,0,False,False,False,False,followers_only,False,g12358729,2.946,4.926,87.5,362.0,554.0,372.0,1413.1,True,True,164.1,183.0,False,True,79.4,28.0,10742944349.0,10742944349,garmin_ping_299217269459,False,2,0,False,143.0
71,2,98364076,Footing EF,6979.5,2720,2835,42.0,Run,Run,0.0,10016879120,2023-10-11T04:40:57Z,2023-10-11T06:40:57Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.566,3.122,85.8,317.7,477.0,315.0,864.2,True,True,138.4,163.0,False,True,76.8,27.8,10732962710.0,10732962710,garmin_ping_298968616457,False,0,0,False,18.0
72,2,98364076,Seance allure Semi,14514.1,4874,4944,56.0,Run,Run,0.0,10004430941,2023-10-09T05:04:07Z,2023-10-09T07:04:07Z,(GMT+01:00) Europe/Paris,7200.0,,,,21,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.978,5.046,87.7,360.8,669.0,373.0,1758.5,True,True,161.2,181.0,False,True,77.2,27.4,10720061532.0,10720061532,garmin_ping_298637745568,False,10,0,False,162.0
73,2,98364076,Sortie Longue (+repérage d'une partie du parcours du semi de Boulogne),15149.7,5667,5731,73.0,Run,Run,0.0,9994712319,2023-10-07T13:56:47Z,2023-10-07T15:56:47Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,9,0,1,0,False,False,False,False,followers_only,False,g12934713,2.673,3.956,84.9,328.3,500.0,328.0,1860.7,True,True,158.7,170.0,False,True,77.8,28.6,10709870410.0,10709870410,garmin_ping_298370974514,False,0,0,False,161.0
74,2,98364076,Seance seuil60,9556.4,3171,3276,55.0,Run,Run,0.0,9979327099,2023-10-05T04:30:19Z,2023-10-05T06:30:19Z,(GMT+01:00) Europe/Paris,7200.0,,,,23,5,0,1,0,False,False,False,False,followers_only,False,g12358729,3.014,4.314,88.7,368.9,507.0,376.0,1169.8,True,True,157.6,176.0,False,True,73.2,28.2,10693839862.0,10693839862,garmin_ping_297967295700,False,3,0,False,84.0
75,2,98364076,Footing EF,7157.3,2701,2701,46.0,Run,Run,0.0,9972947824,2023-10-04T04:33:25Z,2023-10-04T06:33:25Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g11245838,2.65,4.39,85.7,330.4,522.0,335.0,892.5,True,True,141.6,162.0,False,True,74.4,29.0,10687185117.0,10687185117,garmin_ping_297800051443,False,0,0,False,28.0
76,2,98364076,Seance allure Semi,11887.3,4021,4101,56.0,Run,Run,0.0,9959804786,2023-10-02T04:21:49Z,2023-10-02T06:21:49Z,(GMT+01:00) Europe/Paris,7200.0,,,,25,5,0,1,0,False,False,False,False,followers_only,False,g14159954,2.956,5.676,86.5,360.5,632.0,370.0,1449.4,True,True,156.8,180.0,False,True,76.4,29.2,10673454058.0,10673454058,garmin_ping_297449794696,False,10,0,False,105.0
77,2,98364076,Variation d'allure (VMA/Seuil60),8305.3,2971,3060,50.0,Run,Run,0.0,9943745290,2023-09-29T14:42:40Z,2023-09-29T16:42:40Z,(GMT+01:00) Europe/Paris,7200.0,,,,1,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.795,5.042,85.6,349.2,568.0,358.0,1037.4,True,True,155.1,177.0,False,True,78.6,25.6,10656550909.0,10656550909,garmin_ping_297029952886,False,1,0,False,74.0
78,2,98364076,Footing EF,4760.5,1803,1803,40.0,Run,Run,0.0,9928380838,2023-09-27T04:43:17Z,2023-09-27T06:43:17Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g12934713,2.64,5.046,85.5,341.7,474.0,343.0,616.0,True,True,140.5,161.0,False,True,76.0,30.2,10640504189.0,10640504189,garmin_ping_296631490824,False,0,0,False,18.0
79,2,98364076,Footing EF,7069.8,2720,2877,107.0,Run,Run,0.0,9921610298,2023-09-26T04:28:46Z,2023-09-26T06:28:46Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,7,0,1,0,False,False,False,False,followers_only,False,g11245838,2.599,3.6,85.9,344.2,520.0,339.0,936.2,True,True,138.7,164.0,False,True,78.0,28.2,10633432038.0,10633432038,garmin_ping_296463220861,False,0,0,False,22.0
80,2,98364076,Sortie Longue,13087.2,4846,4913,34.0,Run,Run,0.0,9905594429,2023-09-23T13:46:14Z,2023-09-23T15:46:14Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.701,3.704,84.9,347.6,452.0,347.0,1684.5,True,True,152.7,170.0,False,True,79.2,26.0,10616558663.0,10616558663,garmin_ping_296039836146,False,0,0,False,111.0
81,2,98364076,Variation d'allure (VMA/Seuil30/Sweet spot),13740.0,4633,4655,62.0,Run,Run,0.0,9890560549,2023-09-21T04:05:41Z,2023-09-21T06:05:41Z,(GMT+01:00) Europe/Paris,7200.0,,,,8,9,0,1,0,False,False,False,False,followers_only,False,g14159954,2.966,5.87,87.5,403.2,634.0,412.0,1867.9,True,True,159.0,178.0,False,True,76.4,28.6,10600794257.0,10600794257,garmin_ping_295648516361,False,4,0,False,135.0
82,2,98364076,Footing EF,7375.7,2744,2839,47.0,Run,Run,0.0,9881366696,2023-09-19T17:06:04Z,2023-09-19T19:06:04Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,3,0,1,0,False,False,False,False,followers_only,False,g11245838,2.688,3.778,84.7,359.4,510.0,358.0,986.1,True,True,143.5,168.0,False,True,78.8,26.6,10591194778.0,10591194778,garmin_ping_295408150987,False,0,0,False,35.0
83,2,98364076,Seance VMA,7584.2,2700,2773,43.0,Run,Run,0.0,9871434571,2023-09-18T04:30:03Z,2023-09-18T06:30:03Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.809,5.33,86.5,376.0,651.0,382.0,1015.2,True,True,149.8,177.0,False,True,76.8,27.8,10580799339.0,10580799339,garmin_ping_295147472099,False,0,0,False,50.0
84,2,98364076,Footing actif,8390.8,2792,2899,30.0,Run,Run,0.0,9858332760,2023-09-16T07:38:38Z,2023-09-16T09:38:38Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g12934713,3.005,5.718,86.4,387.9,615.0,379.0,1083.1,True,True,163.1,174.0,False,True,57.8,32.2,10567023815.0,10567023815,garmin_ping_294836522204,False,0,0,False,93.0
85,2,98364076,Variation d'allure (VMA/Seuil30/Sweet spot),11345.4,3900,3920,59.0,Run,Run,0.0,9845525975,2023-09-14T04:16:51Z,2023-09-14T06:16:51Z,(GMT+01:00) Europe/Paris,7200.0,,,,21,7,0,1,0,False,False,False,False,followers_only,False,g14159954,2.909,4.894,86.2,372.1,599.0,380.0,1451.1,True,True,151.4,174.0,False,True,75.4,26.8,10553588833.0,10553588833,garmin_ping_294495799371,False,10,0,False,78.0
86,2,98364076,Footing EF,7274.9,2721,2748,47.0,Run,Run,0.0,9838978170,2023-09-13T04:32:21Z,2023-09-13T06:32:21Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g11245838,2.674,3.494,85.3,347.9,534.0,348.0,946.6,True,True,142.5,171.0,False,True,75.8,26.6,10546739237.0,10546739237,garmin_ping_294332241654,False,0,0,False,33.0
87,2,98364076,Seance VMA,7510.3,2701,2764,33.0,Run,Run,0.0,9825720220,2023-09-11T04:25:55Z,2023-09-11T06:25:55Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g12358729,2.781,5.082,85.7,361.8,614.0,369.0,977.3,True,True,149.9,178.0,False,True,78.2,28.4,10532816432.0,10532816432,garmin_ping_293995284843,False,0,0,False,50.0
88,2,98364076,Sortie Longue,11806.8,4501,4512,45.0,Run,Run,0.0,9812729195,2023-09-09T07:20:24Z,2023-09-09T09:20:24Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.623,3.746,84.1,343.4,557.0,343.0,1545.6,True,True,150.4,173.0,False,True,75.0,26.8,10519075709.0,10519075709,garmin_ping_293689931391,False,0,0,False,91.0
89,2,98364076,Variation d'allure (VMS/Seuil30/Sweet spot),9001.4,3181,3244,49.0,Run,Run,0.0,9799562795,2023-09-07T04:25:33Z,2023-09-07T06:25:33Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g14159954,2.83,4.926,85.4,367.4,592.0,372.0,1168.7,True,True,153.0,179.0,False,True,76.2,28.6,10505209149.0,10505209149,garmin_ping_293346088184,False,0,0,False,70.0
90,2,98364076,Footing EF,7220.3,2715,2753,46.0,Run,Run,0.0,9792833103,2023-09-06T04:33:38Z,2023-09-06T06:33:38Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.659,3.396,84.3,351.2,508.0,351.0,953.5,True,True,143.5,171.0,False,True,75.6,28.6,10498136410.0,10498136410,garmin_ping_293180702891,False,0,0,False,36.0
91,2,98364076,Seance VMA,7036.2,2523,2600,43.0,Run,Run,0.0,9779329450,2023-09-04T04:33:18Z,2023-09-04T06:33:18Z,(GMT+01:00) Europe/Paris,7200.0,,,,2,5,0,1,0,False,False,False,False,followers_only,False,g12358729,2.789,5.542,85.4,366.6,735.0,371.0,925.0,True,True,155.2,181.0,False,True,74.6,29.0,10483937739.0,10483937739,garmin_ping_292841808340,False,1,0,False,63.0
92,2,98364076,Footing EF,9002.1,3685,4509,47.0,Run,Run,0.0,9766560557,2023-09-02T07:46:41Z,2023-09-02T09:46:41Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.443,6.678,82.6,336.1,469.0,321.0,1238.6,True,True,148.1,173.0,False,True,60.2,37.2,10470381532.0,10470381532,garmin_ping_292534961821,False,0,0,False,60.0
93,2,98364076,Footing EF,5001.9,1850,1850,39.0,Run,Run,0.0,9753621079,2023-08-31T04:48:09Z,2023-08-31T06:48:09Z,(GMT+01:00) Europe/Paris,7200.0,,,,2,7,0,1,0,False,False,False,False,followers_only,False,g12934713,2.704,5.936,85.8,350.5,512.0,354.0,648.4,True,True,140.5,166.0,False,True,78.2,33.0,10456651550.0,10456651550,garmin_ping_292189777017,False,0,0,False,19.0
94,2,98364076,Variations d'allure,8460.5,2971,3051,48.0,Run,Run,0.0,9740541800,2023-08-29T04:20:43Z,2023-08-29T06:20:43Z,(GMT+01:00) Europe/Paris,7200.0,,,,2,7,0,1,0,False,False,False,False,followers_only,False,g14159954,2.848,4.618,86.2,369.1,570.0,374.0,1096.7,True,True,149.5,177.0,False,True,76.8,26.8,10442733618.0,10442733618,garmin_ping_291864079875,False,1,0,False,57.0
95,2,98364076,Footing EF,4819.7,1801,1801,39.0,Run,Run,0.0,9734481574,2023-08-28T04:46:03Z,2023-08-28T06:46:03Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.676,6.658,85.5,348.7,484.0,352.0,628.1,True,True,138.5,160.0,False,True,82.4,35.2,10436371506.0,10436371506,garmin_ping_291699725395,False,0,0,False,14.0
96,2,98364076,Sortie longue,10003.9,3782,3826,72.0,Run,Run,0.0,9716154219,2023-08-25T05:16:35Z,2023-08-25T07:16:35Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.645,3.45,85.5,350.7,541.0,353.0,1326.2,True,True,146.7,169.0,False,True,77.8,26.2,10416930244.0,10416930244,garmin_ping_291231115118,False,0,0,False,61.0
97,2,98364076,Footing EF,7004.2,2731,2733,48.0,Run,Run,0.0,9709687439,2023-08-24T04:31:13Z,2023-08-24T06:31:13Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.565,3.412,84.8,341.5,482.0,344.0,932.6,True,True,143.3,165.0,False,True,74.0,26.6,10410088873.0,10410088873,garmin_ping_291066015987,False,0,0,False,33.0
98,2,98364076,Endurance de force,8046.6,3031,3162,46.0,Run,Run,0.0,9699498614,2023-08-22T15:29:06Z,2023-08-22T17:29:06Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g14159954,2.655,5.822,84.6,352.8,707.0,354.0,1069.3,True,True,158.2,179.0,False,True,78.6,32.6,10399324659.0,10399324659,garmin_ping_290821812517,False,0,0,False,83.0
99,2,98364076,Footing EF,7519.2,2941,2964,14.0,Run,Run,0.0,9693320649,2023-08-21T17:11:14Z,2023-08-21T19:11:14Z,(GMT+01:00) Europe/Paris,7200.0,,,,3,3,0,1,0,False,False,False,False,followers_only,False,g12934713,2.557,5.814,84.6,342.2,582.0,340.0,1006.3,True,True,148.3,157.0,False,True,40.6,30.0,10392752229.0,10392752229,garmin_ping_290669407765,False,0,0,False,56.0
100,2,98364076,Endurance Active,7850.4,2696,2702,27.0,Run,Run,0.0,9682986340,2023-08-20T05:57:24Z,2023-08-20T07:57:24Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.912,4.346,86.1,369.6,534.0,369.0,996.6,True,True,159.3,176.0,False,True,80.4,29.6,10381291503.0,10381291503,garmin_ping_290421083773,False,0,0,False,77.0
101,2,98364076,Endurance de force,8998.1,3360,3375,48.0,Run,Run,0.0,9670466706,2023-08-18T05:17:17Z,2023-08-18T07:17:17Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,7,0,1,0,False,False,False,False,followers_only,False,g14159954,2.678,5.948,85.2,349.0,640.0,355.0,1172.7,True,True,154.2,181.0,False,True,76.8,27.6,10368016952.0,10368016952,garmin_ping_290104475221,False,0,0,False,81.0
102,2,98364076,Footing EF,6862.7,2702,2711,48.0,Run,Run,0.0,9656950766,2023-08-16T04:32:56Z,2023-08-16T06:32:56Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.54,3.36,84.1,343.5,497.0,347.0,928.2,True,True,142.4,166.0,False,True,77.8,30.6,10353791427.0,10353791427,garmin_ping_289776683656,False,0,0,False,29.0
103,2,98364076,Footing EF+ sprint,6157.6,2465,2505,29.0,Run,Run,0.0,9646739974,2023-08-14T16:03:40Z,2023-08-14T18:03:40Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.498,6.86,84.0,336.8,848.0,338.0,830.3,True,True,150.0,178.0,False,True,76.2,27.0,10343098676.0,10343098676,garmin_ping_289529666228,False,0,0,False,46.0
104,2,98364076,Sortie longue ,9457.4,3601,3605,57.0,Run,Run,0.0,9633111851,2023-08-12T13:17:21Z,2023-08-12T15:17:21Z,(GMT+01:00) Europe/Paris,7200.0,,,,1,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.626,3.674,84.9,356.5,573.0,360.0,1283.7,True,True,158.1,184.0,True,True,77.0,28.6,10328692228.0,10328692228,garmin_ping_289176726284,False,0,0,False,100.0
105,2,98364076,Endurance de force ,8226.2,2984,3012,43.0,Run,Run,0.0,9624289350,2023-08-11T05:17:22Z,2023-08-11T07:17:22Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,2,0,1,0,False,False,False,False,followers_only,False,g14159954,2.757,5.384,85.9,362.5,679.0,366.0,1081.8,True,True,155.3,182.0,True,True,77.2,27.4,10319356151.0,10319356151,garmin_ping_288963254301,False,0,0,False,75.0
106,2,98364076,Footing EF 45',6751.0,2701,2722,48.0,Run,Run,0.0,9610775272,2023-08-09T04:32:29Z,2023-08-09T06:32:29Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g12934713,2.499,3.22,85.2,335.7,487.0,337.0,906.6,True,True,146.3,173.0,True,True,78.8,29.2,10305079406.0,10305079406,garmin_ping_288627603236,False,0,0,False,44.0
107,2,98364076,Footing EF+ sprint ,6297.6,2461,2489,39.0,Run,Run,0.0,9597638378,2023-08-07T04:26:27Z,2023-08-07T06:26:27Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.559,6.94,85.5,339.4,1009.0,341.0,835.2,True,True,148.7,177.0,True,True,77.0,27.8,10291240146.0,10291240146,garmin_ping_288287693478,False,0,0,False,45.0
108,2,98364076,Footing EF ,6951.9,2700,2832,56.0,Run,Run,0.0,9586192737,2023-08-05T09:12:36Z,2023-08-05T11:12:36Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g11245838,2.575,3.91,85.6,353.8,521.0,349.0,955.1,True,True,146.3,168.0,True,True,76.2,27.6,10279121222.0,10279121222,garmin_ping_287993333008,False,0,0,False,41.0
109,2,98364076,Renforcement ,0.0,2289,2289,0.0,WeightTraining,WeightTraining,,9579376462,2023-08-04T05:17:22Z,2023-08-04T07:17:22Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,4,0,1,0,True,False,False,False,followers_only,False,,0.0,0.0,,,,,,,True,116.0,157.0,True,True,0.0,0.0,10271912734.0,10271912734,garmin_ping_287804263050,False,0,0,False,9.0
110,2,98364076,Morning Run,5578.6,2129,2162,42.0,Run,Run,0.0,9573006200,2023-08-03T04:42:41Z,2023-08-03T06:42:41Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.62,6.294,82.8,344.5,794.0,345.0,733.4,True,True,148.2,184.0,True,True,77.0,32.0,10265204707.0,10265204707,garmin_ping_287638909186,False,0,0,False,36.0
111,2,98364076,Seance seuil60,8236.4,2940,2993,34.0,Run,Run,0.0,9559815897,2023-08-01T04:29:21Z,2023-08-01T06:29:21Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,8,0,1,0,False,False,False,False,followers_only,False,g14159954,2.801,4.706,85.5,365.0,531.0,368.0,1073.2,True,True,158.0,178.0,True,True,76.4,28.0,10251165294.0,10251165294,garmin_ping_287307057356,False,0,0,False,81.0
112,2,98364076,Footing EF ,4766.3,1801,1801,46.0,Run,Run,0.0,9554747299,2023-07-31T09:56:34Z,2023-07-31T11:56:34Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g11245838,2.646,6.638,86.0,359.4,513.0,364.0,647.2,True,True,147.3,168.0,True,True,77.2,31.8,10245838571.0,10245838571,garmin_ping_287174643773,False,0,0,False,29.0
113,2,98364076,Footing EF 1h,10015.3,3600,3609,93.0,Run,Run,0.0,9541045099,2023-07-29T05:47:37Z,2023-07-29T07:47:37Z,(GMT+01:00) Europe/Brussels,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g12934713,2.782,3.654,78.4,264.2,490.0,280.0,951.0,True,True,123.0,163.0,True,True,129.0,82.2,10231340162.0,10231340162,garmin_ping_286819647876,False,0,0,False,30.0
114,2,98364076,Footing EF ,4834.0,1801,1812,43.0,Run,Run,0.0,9529331807,2023-07-27T05:34:30Z,2023-07-27T07:34:30Z,(GMT+01:00) Europe/Paris,7200.0,,,,2,6,0,1,0,False,False,False,False,followers_only,False,g11245838,2.684,4.238,85.5,357.6,532.0,361.0,644.0,True,True,143.1,164.0,True,True,83.8,35.0,10218985261.0,10218985261,garmin_ping_286497611083,False,0,0,False,23.0
115,2,98364076,Footing + endurance de force ,9257.3,3361,3436,54.0,Run,Run,0.0,9516172484,2023-07-25T04:26:09Z,2023-07-25T06:26:09Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,4,0,1,0,False,False,False,False,followers_only,False,g14159954,2.754,5.672,86.7,359.4,713.0,365.0,1207.8,True,True,145.8,178.0,True,True,79.6,29.6,10205143860.0,10205143860,garmin_ping_286164527844,False,0,0,False,45.0
116,2,98364076,Footing EF ,6431.2,2402,2416,54.0,Run,Run,0.0,9510146721,2023-07-24T04:45:24Z,2023-07-24T06:45:24Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,6,0,1,0,False,False,False,False,followers_only,False,g11245838,2.677,3.92,86.3,349.4,538.0,352.0,839.3,True,True,142.2,165.0,True,True,80.2,29.4,10198823300.0,10198823300,garmin_ping_285997127369,False,0,0,False,25.0
117,2,98364076,Footing EF ,8110.9,3002,3040,41.0,Run,Run,0.0,9498094575,2023-07-22T07:38:43Z,2023-07-22T09:38:43Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,5,0,1,0,False,False,False,False,followers_only,False,g14159954,2.702,3.968,85.4,350.7,561.0,349.0,1052.9,True,True,150.6,175.0,True,True,81.4,29.0,10185963642.0,10185963642,garmin_ping_285692538781,False,0,0,False,63.0
118,2,98364076,Morning Run,4971.7,1801,1801,45.0,Run,Run,,9485416212,2023-07-20T04:53:27Z,2023-07-20T06:53:27Z,(GMT+01:00) Europe/Paris,7200.0,,,,3,4,0,1,0,False,False,False,False,followers_only,False,g12934713,2.761,6.638,84.9,366.1,563.0,368.0,659.4,True,True,146.1,166.0,True,True,81.4,35.8,10172502402.0,10172502402,garmin_ping_285352562116,False,1,0,False,26.0
